timestamp,event,placement,COP_x,COP_y,total_pressure
2024-04-12 14:57:04.900000+02:00,Tug_Event.start,,,,32887.0
2024-04-12 14:57:06.700000+02:00,Tug_Event.stand,,13,157,55956.0
2024-04-12 14:57:09.100000+02:00,Tug_Event.walk1,,9,149,23732.0
2024-04-12 14:57:09.200000+02:00,Tug_Event.double_stance,,9,149,23732.0
2024-04-12 14:57:09.300000+02:00,Tug_Event.foot,Placement.left,12,142,40537.0
2024-04-12 14:57:09.400000+02:00,Tug_Event.double_stance,,14,139,39966.0
2024-04-12 14:57:09.500000+02:00,Tug_Event.foot,Placement.left,19,133,32401.0
2024-04-12 14:57:09.600000+02:00,Tug_Event.foot,Placement.left,19,131,38675.0
2024-04-12 14:57:09.700000+02:00,Tug_Event.foot,Placement.left,19,131,40955.0
2024-04-12 14:57:09.800000+02:00,Tug_Event.foot,Placement.left,19,130,41649.0
2024-04-12 14:57:09.900000+02:00,Tug_Event.foot,Placement.left,19,129,43027.0
2024-04-12 14:57:10+02:00,Tug_Event.foot,Placement.left,19,129,43027.0
2024-04-12 14:57:10.100000+02:00,Tug_Event.foot,Placement.left,20,128,40863.0
2024-04-12 14:57:10.200000+02:00,Tug_Event.foot,Placement.left,16,121,58426.0
2024-04-12 14:57:10.300000+02:00,Tug_Event.double_stance,,15,119,55642.0
2024-04-12 14:57:10.400000+02:00,Tug_Event.double_stance,,14,116,50783.0
2024-04-12 14:57:10.500000+02:00,Tug_Event.foot,Placement.right,10,109,30739.0
2024-04-12 14:57:10.600000+02:00,Tug_Event.foot,Placement.right,10,108,32034.0
2024-04-12 14:57:10.700000+02:00,Tug_Event.foot,Placement.right,10,108,32034.0
2024-04-12 14:57:10.800000+02:00,Tug_Event.foot,Placement.right,10,107,32499.0
2024-04-12 14:57:10.900000+02:00,Tug_Event.foot,Placement.right,10,106,31175.0
2024-04-12 14:57:11+02:00,Tug_Event.double_stance,,10,104,33119.0
2024-04-12 14:57:11.100000+02:00,Tug_Event.double_stance,,13,98,50639.0
2024-04-12 14:57:11.200000+02:00,Tug_Event.double_stance,,15,94,59403.0
2024-04-12 14:57:11.300000+02:00,Tug_Event.double_stance,,18,89,47680.0
2024-04-12 14:57:11.400000+02:00,Tug_Event.foot,Placement.left,19,86,41879.0
2024-04-12 14:57:11.500000+02:00,Tug_Event.foot,Placement.left,19,85,49441.0
2024-04-12 14:57:11.600000+02:00,Tug_Event.foot,Placement.left,19,84,49328.0
2024-04-12 14:57:11.700000+02:00,Tug_Event.foot,Placement.left,19,84,49328.0
2024-04-12 14:57:11.800000+02:00,Tug_Event.foot,Placement.left,19,85,43049.0
2024-04-12 14:57:11.900000+02:00,Tug_Event.foot,Placement.left,19,85,43841.0
2024-04-12 14:57:12+02:00,Tug_Event.double_stance,,17,80,57574.0
2024-04-12 14:57:12.100000+02:00,Tug_Event.double_stance,,17,73,70864.0
2024-04-12 14:57:12.200000+02:00,Tug_Event.double_stance,,16,70,57896.0
2024-04-12 14:57:12.300000+02:00,Tug_Event.foot,Placement.right,12,61,36003.0
2024-04-12 14:57:12.400000+02:00,Tug_Event.foot,Placement.right,13,61,35742.0
2024-04-12 14:57:12.500000+02:00,Tug_Event.foot,Placement.right,13,61,35742.0
2024-04-12 14:57:12.600000+02:00,Tug_Event.foot,Placement.right,12,60,37367.0
2024-04-12 14:57:12.700000+02:00,Tug_Event.foot,Placement.right,12,60,37895.0
2024-04-12 14:57:12.800000+02:00,Tug_Event.foot,Placement.right,12,60,37936.0
2024-04-12 14:57:12.900000+02:00,Tug_Event.double_stance,,14,58,43551.0
2024-04-12 14:57:13+02:00,Tug_Event.double_stance,,17,50,60043.0
2024-04-12 14:57:13.100000+02:00,Tug_Event.double_stance,,18,46,61088.0
2024-04-12 14:57:13.200000+02:00,Tug_Event.double_stance,,18,46,61088.0
2024-04-12 14:57:13.300000+02:00,Tug_Event.double_stance,,22,40,40108.0
2024-04-12 14:57:13.400000+02:00,Tug_Event.foot,Placement.left,23,37,34332.0
2024-04-12 14:57:13.500000+02:00,Tug_Event.foot,Placement.left,24,37,33941.0
2024-04-12 14:57:13.600000+02:00,Tug_Event.foot,Placement.left,24,37,35387.0
2024-04-12 14:57:13.700000+02:00,Tug_Event.foot,Placement.left,24,37,36241.0
2024-04-12 14:57:13.800000+02:00,Tug_Event.foot,Placement.left,24,36,36270.0
2024-04-12 14:57:13.900000+02:00,Tug_Event.foot,Placement.left,24,36,36270.0
2024-04-12 14:57:14+02:00,Tug_Event.double_stance,,21,27,59878.0
2024-04-12 14:57:14.100000+02:00,Tug_Event.double_stance,,21,24,62294.0
2024-04-12 14:57:14.200000+02:00,Tug_Event.double_stance,,20,21,58880.0
2024-04-12 14:57:14.300000+02:00,Tug_Event.turn1,,18,18,51055.0
2024-04-12 14:57:17.300000+02:00,Tug_Event.walk2,,9,21,37415.0
2024-04-12 14:57:17.400000+02:00,Tug_Event.foot,Placement.left,9,21,37549.0
2024-04-12 14:57:17.500000+02:00,Tug_Event.foot,Placement.left,9,22,36850.0
2024-04-12 14:57:17.600000+02:00,Tug_Event.foot,Placement.left,9,22,37763.0
2024-04-12 14:57:17.700000+02:00,Tug_Event.double_stance,,11,28,51527.0
2024-04-12 14:57:17.800000+02:00,Tug_Event.double_stance,,11,28,51527.0
2024-04-12 14:57:17.900000+02:00,Tug_Event.double_stance,,11,32,56822.0
2024-04-12 14:57:18+02:00,Tug_Event.double_stance,,12,37,49184.0
2024-04-12 14:57:18.100000+02:00,Tug_Event.foot,Placement.right,16,48,31520.0
2024-04-12 14:57:18.200000+02:00,Tug_Event.foot,Placement.right,16,50,30630.0
2024-04-12 14:57:18.300000+02:00,Tug_Event.foot,Placement.right,16,51,33345.0
2024-04-12 14:57:18.400000+02:00,Tug_Event.foot,Placement.right,16,51,33079.0
2024-04-12 14:57:18.500000+02:00,Tug_Event.foot,Placement.right,16,51,33079.0
2024-04-12 14:57:18.600000+02:00,Tug_Event.foot,Placement.right,16,52,34352.0
2024-04-12 14:57:18.700000+02:00,Tug_Event.double_stance,,14,56,45488.0
2024-04-12 14:57:18.800000+02:00,Tug_Event.double_stance,,13,61,56165.0
2024-04-12 14:57:18.900000+02:00,Tug_Event.double_stance,,12,66,45057.0
2024-04-12 14:57:19+02:00,Tug_Event.double_stance,,9,77,48898.0
2024-04-12 14:57:19.100000+02:00,Tug_Event.foot,Placement.left,9,78,49014.0
2024-04-12 14:57:19.200000+02:00,Tug_Event.foot,Placement.left,9,79,50199.0
2024-04-12 14:57:19.300000+02:00,Tug_Event.foot,Placement.left,9,79,51845.0
2024-04-12 14:57:19.400000+02:00,Tug_Event.foot,Placement.left,8,80,51040.0
2024-04-12 14:57:19.500000+02:00,Tug_Event.foot,Placement.left,8,81,47512.0
2024-04-12 14:57:19.600000+02:00,Tug_Event.double_stance,,8,82,46201.0
2024-04-12 14:57:19.700000+02:00,Tug_Event.double_stance,,11,91,55800.0
2024-04-12 14:57:19.800000+02:00,Tug_Event.double_stance,,11,91,55800.0
2024-04-12 14:57:19.900000+02:00,Tug_Event.double_stance,,12,95,56225.0
2024-04-12 14:57:20+02:00,Tug_Event.double_stance,,14,105,39550.0
2024-04-12 14:57:20.100000+02:00,Tug_Event.foot,Placement.right,15,107,36644.0
2024-04-12 14:57:20.200000+02:00,Tug_Event.foot,Placement.right,15,108,35761.0
2024-04-12 14:57:20.300000+02:00,Tug_Event.foot,Placement.right,15,108,36553.0
2024-04-12 14:57:20.400000+02:00,Tug_Event.foot,Placement.right,15,109,34324.0
2024-04-12 14:57:20.500000+02:00,Tug_Event.foot,Placement.right,15,109,34324.0
2024-04-12 14:57:20.600000+02:00,Tug_Event.foot,Placement.right,14,110,35503.0
2024-04-12 14:57:20.700000+02:00,Tug_Event.double_stance,,11,117,56343.0
2024-04-12 14:57:20.800000+02:00,Tug_Event.double_stance,,9,121,53301.0
2024-04-12 14:57:20.900000+02:00,Tug_Event.double_stance,,5,130,35666.0
2024-04-12 14:57:21+02:00,Tug_Event.double_stance,,5,132,33448.0
2024-04-12 14:57:21.100000+02:00,Tug_Event.double_stance,,5,133,32816.0
2024-04-12 14:57:21.200000+02:00,Tug_Event.double_stance,,5,133,32396.0
2024-04-12 14:57:21.300000+02:00,Tug_Event.double_stance,,5,133,31659.0
2024-04-12 14:57:21.400000+02:00,Tug_Event.double_stance,,5,133,31659.0
2024-04-12 14:57:21.500000+02:00,Tug_Event.double_stance,,5,133,31498.0
2024-04-12 14:57:21.600000+02:00,Tug_Event.foot,Placement.left,8,139,49065.0
2024-04-12 14:57:21.700000+02:00,Tug_Event.foot,Placement.left,11,140,62769.0
2024-04-12 14:57:21.800000+02:00,Tug_Event.turn2,,12,141,66009.0
2024-04-12 14:57:26.100000+02:00,Tug_Event.sit,,12,157,44948.0
2024-04-12 14:57:26.200000+02:00,Tug_Event.end,,,,
